MinTemp,MaxTemp,Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,Location,WindGustDir,WindDir9am,WindDir3pm,Year,Month,Day
13.3,18.4,4.4,30.0,6.0,11.0,70.0,66.0,1015.7,1015.1,15.0,16.1,1.0,0.3010204081632653,0.28476308454629917,0.2637579811492855,0.28491372953841615,2014.0,5.0,26.0
8.4,20.2,0.0,37.0,7.0,11.0,61.0,40.0,1012.9,1009.7,13.0,19.9,0.0,0.19631375910844406,0.26649484536082474,0.2771626297577855,0.1879339608085172,2009.0,8.0,22.0
21.6,33.4,0.0,46.0,30.0,30.0,40.0,60.0,1013.6,1011.8,25.5,24.9,0.0,0.22522142555883592,0.2712241211615951,0.3069056520782934,0.18771377753454646,2012.0,2.0,16.0
15.3,32.5,0.0,31.0,24.0,13.0,50.0,51.50522745519002,1018.8,1014.7,23.3,21.676257496571072,0.0,0.17131474103585656,0.15203718895269347,0.14640577296697196,0.17329929418831658,2015.0,8.0,13.0
10.1,16.6,0.8,46.0,20.0,26.0,86.0,50.0,1018.4,1016.8,11.4,16.1,0.0,0.06696982224059529,0.2191900130643054,0.2223913411128023,0.2261848897231347,2013.0,6.0,13.0
16.6,31.7,0.0,41.0,20.0,24.0,38.0,17.0,1019.6,1016.7,21.1,29.7,0.0,0.12908704883227176,0.19506380591782357,0.14640577296697196,0.18844486112738779,2015.0,12.0,29.0
13.1,26.2,0.0,33.0,7.0,24.0,61.0,50.0,1019.2,1014.7,21.4,24.6,0.0,0.31626754748142033,0.16360236833904643,0.2806583163413924,0.1784452296819788,2014.0,8.0,19.0
5.7,13.5,9.8,48.0,11.0,20.0,63.0,44.0,1005.8,1006.2,8.8,12.7,1.0,0.23586823912159413,0.23444773592890394,0.3095429029671211,0.2777938203869477,2009.0,4.0,27.0
26.2,41.0,0.0,39.0,11.0,13.0,38.0,16.0,1002.2,999.2,32.3,40.1,0.0,0.1936824605153782,0.15203718895269347,0.20848585690515806,0.22588866532528504,2012.0,1.0,28.0
9.9,22.1,0.2,31.0,9.0,20.0,65.0,39.0,1025.4,1020.3,13.9,21.7,0.0,0.18418874172185432,0.2712241211615951,0.1480993911469475,0.27853749820066215,2010.0,5.0,3.0
9.5,15.4,18.6,54.0,22.0,26.0,56.0,81.0,1015.1,1016.7,13.3,12.3,1.0,0.3010204081632653,0.26649484536082474,0.2637579811492855,0.2543505674653216,2009.0,9.0,18.0
18.0,25.4,1.8,43.0,28.0,24.0,66.0,57.0,1015.6,1014.6,21.3,23.9,1.0,0.29129511677282377,0.20503235082674334,0.23064075311266322,0.2155296582427655,2015.0,3.0,16.0
2.7,19.6,0.0,31.0,0.0,11.0,100.0,37.0,1018.2,1012.6,7.8,18.8,0.0,0.19631375910844406,0.2816988416988417,0.19006828057107386,0.28491372953841615,2013.0,8.0,2.0
10.5,17.0,5.2,37.0,7.0,17.0,67.0,51.0,1021.5,1020.3,13.0,15.8,1.0,0.2033765213977228,0.20503235082674334,0.23064075311266322,0.22588866532528504,2016.0,8.0,9.0
24.3,32.7,0.0,43.0,13.0,20.0,74.0,40.0,1014.8,1011.3,26.9,31.9,0.0,0.25736738703339884,0.15203718895269347,0.159978009895547,0.17329929418831658,2017.0,5.0,4.0
17.7,36.3,0.0,46.0,17.0,22.0,24.0,29.0,1010.7,1010.8,29.3,30.3,0.0,0.35963071758287873,0.23444773592890394,0.3069056520782934,0.22588866532528504,2015.0,12.0,31.0
14.4,25.9,0.2,57.0,17.0,19.0,78.0,49.0,1008.8,1004.7,17.2,22.5,0.0,0.2631181577953945,0.19506380591782357,0.2637579811492855,0.1784452296819788,2015.0,4.0,25.0
23.0,30.5,0.0,63.0,37.0,41.0,62.0,53.0,1022.2,1021.7,26.8,27.1,0.0,0.25356244761106456,0.22768670309653916,0.19906800640745595,0.2155296582427655,2010.0,3.0,11.0
22.8,29.7,7.2,41.0,20.0,20.0,80.0,71.0,1014.7,1011.8,25.6,28.2,1.0,0.31626754748142033,0.18375033629270918,0.17611731843575418,0.18771377753454646,2016.0,4.0,27.0
17.7,23.9,0.0,31.0,7.0,24.0,68.0,67.0,1016.3,1013.6,22.7,23.0,0.0,0.24420529801324503,0.1851588851411326,0.20848585690515806,0.1879339608085172,2016.0,1.0,1.0
17.0,32.3,0.0,28.0,15.0,9.0,80.0,46.0,1011.7,1009.6,20.2,31.4,0.0,0.35963071758287873,0.26649484536082474,0.2637579811492855,0.17128727708676758,2015.0,2.0,22.0
4.7,20.8,0.0,24.0,4.0,7.0,66.0,44.0,1029.4,1025.3,11.3,19.7,0.0,0.19093178036605657,0.16360236833904643,0.2637579811492855,0.27853749820066215,2014.0,10.0,18.0
13.9,21.2,9.8,44.0,20.0,22.0,87.0,55.0,1009.4,1010.7,15.1,19.9,1.0,0.23586823912159413,0.18375033629270918,0.159978009895547,0.18844486112738779,2010.0,11.0,28.0
0.7,15.0,0.2,20.0,7.0,6.0,100.0,54.0,1026.5,1022.1,6.5,13.9,0.0,0.16035455278001612,0.16360236833904643,0.19906800640745595,0.24433688286544047,2015.0,9.0,5.0
11.4,16.8,0.2,39.95368436894482,19.0,24.0,62.0,64.0,1021.2,1018.7,14.8,15.8,0.0,0.3034367141659681,0.2663994655978624,0.14640577296697196,0.17128727708676758,2011.0,9.0,30.0
10.5,25.8,0.0,30.0,9.0,15.0,42.0,38.0,1010.8,1009.8,19.5,22.9,0.0,0.2033765213977228,0.20503235082674334,0.14640577296697196,0.22588866532528504,2010.0,10.0,1.0
9.0,15.7,3.4,31.0,7.0,13.0,97.0,61.0,1026.6,1025.6,11.3,15.3,1.0,0.223257698541329,0.20503235082674334,0.3069056520782934,0.19809134287661895,2009.0,7.0,31.0
13.9,19.1,3.2,33.0,19.0,19.0,57.0,58.0,1020.2,1018.3,17.1,17.8,1.0,0.31025641025641026,0.22768670309653916,0.19906800640745595,0.19809134287661895,2014.0,10.0,22.0
23.6,28.9,0.0,48.0,24.0,19.0,54.0,95.0,1019.0,1018.1,27.6,21.8,0.0,0.31626754748142033,0.15203718895269347,0.1480993911469475,0.18844486112738779,2009.0,10.0,19.0
8.5,22.7,0.0,41.0,13.0,20.0,57.0,25.0,1022.9,1020.6,11.8,22.0,0.0,0.10961695191524043,0.2191900130643054,0.2223913411128023,0.2261848897231347,2016.0,3.0,30.0
12.5,19.8,0.4,46.0,22.0,28.0,72.0,48.0,1019.8,1017.8,15.7,19.4,0.0,0.35963071758287873,0.16305452082627836,0.159978009895547,0.18844486112738779,2012.0,2.0,1.0
2.3,13.7,0.0,26.0,0.0,11.0,97.0,82.0,1018.6,1016.6,6.9,13.0,0.0,0.23586823912159413,0.28476308454629917,0.19006828057107386,0.28491372953841615,2012.0,8.0,20.0
-0.7,17.0,0.0,46.0,0.0,24.0,79.0,50.0,1023.7,1019.6,8.6,15.0,0.0,0.2002492729538845,0.2816988416988417,0.19006828057107386,0.2543505674653216,2011.0,5.0,10.0
7.6,19.8,0.0,24.0,6.0,17.0,41.0,42.0,1018.8,1016.2,18.1,18.9,0.0,0.29129511677282377,0.16360236833904643,0.3095429029671211,0.18844486112738779,2012.0,8.0,26.0
20.9,24.7,0.0,46.0,20.0,37.0,77.0,73.0,1018.8,1016.6,23.0,24.1,0.0,0.24420529801324503,0.1851588851411326,0.26810114653683054,0.1879339608085172,2015.0,2.0,17.0
2.3,17.3,0.0,39.0,11.0,11.0,61.0,40.0,1026.3,1021.3,10.2,16.8,0.0,0.2033765213977228,0.22527578865879622,0.14640577296697196,0.1784452296819788,2016.0,8.0,2.0
10.1,29.5,0.0,46.0,24.0,26.0,50.0,18.0,1014.5,1007.8,17.6,29.3,0.0,0.14215686274509803,0.2851488880512627,0.26810114653683054,0.28053863417762104,2009.0,8.0,21.0
9.0,16.1,0.0,65.0,15.0,41.0,67.0,59.0,1019.2,1016.8,12.0,15.7,0.0,0.21263418662262593,0.26649484536082474,0.2771626297577855,0.2543505674653216,2016.0,7.0,29.0
23.1,36.7,0.0,35.0,9.0,22.0,44.0,37.0,1012.1,1009.5,28.9,32.3,0.0,0.2033765213977228,0.20503235082674334,0.14640577296697196,0.22588866532528504,2016.0,1.0,3.0
14.9,26.2,0.0,39.95368436894482,0.0,19.0,77.0,61.0,1017.6604555613026,1015.262716426648,20.5,24.6,0.0,0.2425,0.2663994655978624,0.19006828057107386,0.18844486112738779,2013.0,3.0,20.0
17.8,22.8,21.6,52.0,20.0,22.0,80.0,72.0,1021.1,1018.2,19.5,22.6,1.0,0.24420529801324503,0.20503235082674334,0.23064075311266322,0.18771377753454646,2014.0,3.0,13.0
9.8,21.9,0.0,44.0,13.0,33.0,45.0,26.0,1012.0,1007.3,15.9,20.4,0.0,0.25356244761106456,0.2816988416988417,0.2806583163413924,0.2777938203869477,2011.0,8.0,9.0
9.3,29.6,0.0,35.0,7.0,20.0,30.0,19.0,1019.8,1016.4,19.5,29.1,0.0,0.08013217678645188,0.15203718895269347,0.2637579811492855,0.18844486112738779,2012.0,5.0,11.0
6.2,13.6,0.8,65.0,9.0,33.0,83.0,69.0,1008.7,997.9,7.3,13.1,0.0,0.23830121903263862,0.2851488880512627,0.2806583163413924,0.28053863417762104,2013.0,9.0,9.0
14.4,30.3,4.0,41.0,4.0,7.0,92.0,53.0,1006.6,1000.3,16.3,28.3,1.0,0.23586823912159413,0.28476308454629917,0.20848585690515806,0.2261848897231347,2009.0,2.0,7.0
0.8,10.7,0.0,50.0,37.0,20.0,87.0,62.0,1018.3,1013.8,2.5,10.6,0.0,0.23830121903263862,0.2712241211615951,0.3095429029671211,0.28053863417762104,2011.0,6.0,16.0
13.8,22.6,0.0,43.0,9.0,19.0,70.0,51.0,1022.7,1020.1,17.4,21.5,0.0,0.18525245187068654,0.15203718895269347,0.1480993911469475,0.17329929418831658,2012.0,1.0,23.0
2.6,14.1,0.0,31.0,6.0,15.0,99.0,64.0,1016.1,1011.6,6.2,12.2,0.0,0.19093178036605657,0.2851488880512627,0.17726614071808083,0.28491372953841615,2012.0,6.0,29.0
15.3,21.0,3.6,52.0,22.0,13.0,83.0,97.0,1010.1,1010.3,19.3,13.5,1.0,0.3010204081632653,0.2851488880512627,0.2771626297577855,0.28491372953841615,2010.0,10.0,20.0
14.9,26.7,0.0,24.0,7.0,11.0,56.0,31.0,1020.1,1018.1,18.5,25.8,0.0,0.1771885521885522,0.1851588851411326,0.14640577296697196,0.1784452296819788,2016.0,3.0,24.0
3.3,18.1,0.0,33.0,9.0,17.0,48.0,35.0,1024.3,1019.6,11.5,17.5,0.0,0.223257698541329,0.2712241211615951,0.26810114653683054,0.28491372953841615,2009.0,8.0,8.0
7.2,14.7,0.2,28.0,0.0,13.0,99.0,95.0,1031.8,1030.9,10.5,13.4,0.0,0.3165743502343417,0.2191900130643054,0.19006828057107386,0.19809134287661895,2012.0,5.0,28.0
18.2,22.4,0.0,39.95368436894482,20.0,37.0,75.0,60.0,1013.2,1013.4,19.9,19.4,0.0,0.3034367141659681,0.2663994655978624,0.24556915768317195,0.19809134287661895,2014.0,3.0,8.0
20.4,30.6,0.0,39.0,17.0,11.0,62.0,46.0,1016.6,1012.9,24.1,30.0,0.0,0.14215686274509803,0.22527578865879622,0.14640577296697196,0.1784452296819788,2010.0,2.0,28.0
12.0,25.5,0.0,30.0,4.0,11.0,60.0,27.0,1021.6,1018.6,18.5,24.5,0.0,0.06696982224059529,0.2191900130643054,0.14640577296697196,0.22588866532528504,2014.0,4.0,16.0
12.5,20.2,0.0,33.0,7.0,20.0,78.0,63.0,1011.7,1010.9,16.8,18.7,0.0,0.3010204081632653,0.28476308454629917,0.3069056520782934,0.2777938203869477,2011.0,10.0,17.0
17.2,18.2,13.8,28.0,17.0,13.0,88.0,94.0,1017.6,1016.5,17.7,17.2,1.0,0.1771885521885522,0.15203718895269347,0.17726614071808083,0.17128727708676758,2014.0,4.0,4.0
9.4,22.0,0.4,39.0,17.0,17.0,71.0,56.0,1022.8,1019.9,14.2,21.0,0.0,0.3165743502343417,0.16305452082627836,0.1480993911469475,0.17128727708676758,2013.0,11.0,30.0
12.2,22.0,0.0,30.0,13.0,17.0,82.0,55.0,1031.7,1029.3,16.0,21.0,0.0,0.2631181577953945,0.1851588851411326,0.2771626297577855,0.17329929418831658,2016.0,9.0,7.0
22.5,33.1,3.8,39.0,15.0,19.0,69.0,59.0,1010.6,1007.6,29.0,30.3,1.0,0.31626754748142033,0.19506380591782357,0.17611731843575418,0.1879339608085172,2016.0,11.0,14.0
12.3,19.6,0.8,48.0,20.0,24.0,62.0,34.0,1017.6604555613026,1015.262716426648,14.9,17.1,0.0,0.16113945578231292,0.26649484536082474,0.2637579811492855,0.22588866532528504,2014.0,4.0,28.0
15.2,31.4,0.0,30.0,15.0,13.0,39.0,31.0,1014.4,1010.7,22.5,29.3,0.0,0.25736738703339884,0.2816988416988417,0.159978009895547,0.2777938203869477,2009.0,7.0,6.0
-0.4,13.7,0.2,22.0,7.0,15.0,93.0,71.0,1020.4,1015.4,6.5,11.7,0.0,0.21263418662262593,0.16360236833904643,0.14640577296697196,0.1784452296819788,2010.0,7.0,10.0
17.3,26.6,2.360773554247356,35.0,13.0,26.0,74.0,61.0,1013.8,1012.2,23.4,25.7,-1.0,0.2730310262529833,0.18375033629270918,0.17726614071808083,0.17128727708676758,2011.0,12.0,24.0
24.7,30.3,0.2,57.0,4.0,6.0,80.0,98.0,1017.6,1016.5,26.5,22.3,0.0,0.22438644331904947,0.15203718895269347,0.20848585690515806,0.28491372953841615,2015.0,3.0,21.0
15.7,22.6,0.0,39.95368436894482,20.0,31.0,67.0,62.0,1022.2,1021.0,21.2,21.6,0.0,0.3034367141659681,0.2663994655978624,0.1480993911469475,0.17128727708676758,2012.0,2.0,19.0
5.4,13.9,9.4,54.0,20.0,24.0,66.0,51.0,1023.0,1022.6,9.6,11.5,1.0,0.18525245187068654,0.16305452082627836,0.159978009895547,0.18844486112738779,2011.0,9.0,25.0
9.8,22.3,0.2,76.0,4.0,15.0,81.0,47.0,1017.6604555613026,1015.262716426648,13.6,21.6,0.0,0.19864464210080474,0.23444773592890394,0.3095429029671211,0.27853749820066215,2009.0,9.0,7.0
19.6,27.0,22.4,13.0,2.0,4.0,95.0,74.0,1014.8,1011.4,21.1,26.0,1.0,0.22438644331904947,0.23444773592890394,0.23064075311266322,0.19809134287661895,2014.0,12.0,28.0
13.8,27.7,0.0,39.0,19.0,17.0,51.0,27.0,1018.9,1014.6,19.1,26.7,0.0,0.1936824605153782,0.19506380591782357,0.19906800640745595,0.18844486112738779,2012.0,3.0,20.0
5.9,26.7,0.0,80.0,11.0,35.0,74.0,48.0,1006.2,1005.6,14.8,17.9,0.0,0.19287833827893175,0.2816988416988417,0.20848585690515806,0.2777938203869477,2013.0,8.0,12.0
23.2,28.3,115.8,54.0,19.0,28.0,96.0,93.0,1014.1,1011.7,23.7,24.1,1.0,0.31626754748142033,0.18375033629270918,0.17611731843575418,0.17128727708676758,2010.0,3.0,26.0
5.6,13.6,0.0,33.0,13.0,19.0,71.0,67.0,1028.5,1026.8,12.0,12.1,0.0,0.22522142555883592,0.19506380591782357,0.19906800640745595,0.18771377753454646,2010.0,9.0,22.0
15.5,27.0,0.0,46.0,17.0,26.0,63.0,46.0,1020.0,1017.5,22.1,25.5,0.0,0.17366490012229924,0.15203718895269347,0.159978009895547,0.17329929418831658,2013.0,7.0,15.0
3.3,15.6,0.0,35.0,22.0,22.0,100.0,58.0,1029.3,1026.7,8.9,15.2,0.0,0.258408531583265,0.2712241211615951,0.3069056520782934,0.28053863417762104,2014.0,5.0,13.0
5.4,11.3,0.2,50.0,26.0,22.0,54.0,44.0,1013.2,1010.1,7.4,10.8,0.0,0.23830121903263862,0.28476308454629917,0.3095429029671211,0.28053863417762104,2015.0,7.0,31.0
17.7,25.2,0.0,39.0,7.0,24.0,73.0,76.0,1017.7,1012.1,22.3,24.3,0.0,0.269347168179853,0.22527578865879622,0.19906800640745595,0.1784452296819788,2010.0,12.0,25.0
10.3,26.2,0.0,39.0,7.0,11.0,63.0,37.0,1013.8,1011.2,15.3,25.0,0.0,0.260253164556962,0.22768670309653916,0.2637579811492855,0.1784452296819788,2008.0,11.0,25.0
19.3,24.0,0.0,50.0,22.0,31.0,43.0,47.0,1016.8,1013.7,20.4,22.2,0.0,0.31626754748142033,0.19506380591782357,0.17611731843575418,0.18844486112738779,2012.0,5.0,28.0
11.4,22.6,0.0,28.0,19.0,19.0,73.0,57.0,1014.9,1012.9,18.1,21.7,0.0,0.18411386593204776,0.2191900130643054,0.19906800640745595,0.2155296582427655,2017.0,4.0,17.0
19.3,24.1,0.0,39.95368436894482,17.0,24.0,78.0,85.0,1009.5,1007.0,21.9,22.5,0.0,0.3034367141659681,0.2663994655978624,0.14640577296697196,0.2762557077625571,2011.0,2.0,25.0
9.2,18.9,9.8,44.0,13.0,22.0,82.0,51.0,1021.6,1020.9,12.0,17.2,1.0,0.21263418662262593,0.26649484536082474,0.2771626297577855,0.2543505674653216,2009.0,4.0,4.0
9.9,12.7,2.6,43.0,19.0,26.0,76.0,85.0,1021.1,1020.3,12.0,12.0,1.0,0.3009991673605329,0.2191900130643054,0.23064075311266322,0.19809134287661895,2009.0,7.0,4.0
7.9,23.5,0.0,26.0,9.0,9.0,45.0,25.0,1025.5,1022.7,14.8,22.6,0.0,0.12908704883227176,0.18375033629270918,0.19906800640745595,0.18844486112738779,2009.0,5.0,7.0
20.6,26.4,3.2,46.0,24.0,28.0,76.0,75.0,1016.7,1014.2,24.0,24.6,1.0,0.31626754748142033,0.18375033629270918,0.17611731843575418,0.18844486112738779,2014.0,5.0,21.0
1.2,11.5,0.0,39.0,13.0,17.0,77.0,50.0,1021.5,1017.8,2.6,11.2,0.0,0.23830121903263862,0.2851488880512627,0.3095429029671211,0.28053863417762104,2010.0,6.0,27.0
4.1,20.1,0.0,41.0,20.0,19.0,68.83849344822674,51.50522745519002,1022.6,1020.0,10.3,19.2,0.0,0.12908704883227176,0.2191900130643054,0.2223913411128023,0.2155296582427655,2016.0,10.0,23.0
11.8,14.6,8.0,13.0,0.0,6.0,98.0,97.0,1017.6604555613026,1015.262716426648,12.3,14.5,1.0,0.23586823912159413,0.28476308454629917,0.19006828057107386,0.28491372953841615,2016.0,6.0,7.0
4.4,13.0,0.4,39.0,11.0,17.0,81.0,69.0,1016.3,1013.6,9.3,11.3,0.0,0.2002492729538845,0.28476308454629917,0.3069056520782934,0.28491372953841615,2011.0,8.0,6.0
11.0,19.6,2.360773554247356,48.0,13.0,22.0,83.0,64.0,1022.4,1021.0,14.4,19.2,-1.0,0.18411386593204776,0.26649484536082474,0.26810114653683054,0.2543505674653216,2011.0,6.0,19.0
12.2,16.4,6.2,31.0,15.0,15.0,95.0,95.0,1022.0,1021.3,12.2,13.6,1.0,0.19287833827893175,0.19506380591782357,0.23064075311266322,0.2261848897231347,2010.0,10.0,24.0
1.8,15.0,0.2,30.0,7.0,15.0,93.0,78.0,1026.0,1022.1,8.1,13.6,0.0,0.18418874172185432,0.22527578865879622,0.14640577296697196,0.1879339608085172,2014.0,6.0,11.0
18.0,20.2,0.0,39.95368436894482,20.0,20.0,67.0,66.0,1018.0,1017.1,19.2,19.9,0.0,0.3034367141659681,0.2663994655978624,0.17611731843575418,0.18844486112738779,2010.0,1.0,26.0
0.3,10.0,0.4,35.0,20.0,17.0,83.0,47.0,1029.1,1026.5,1.6,9.8,0.0,0.23830121903263862,0.2851488880512627,0.3095429029671211,0.28053863417762104,2015.0,7.0,8.0
5.3,25.1,0.0,26.0,9.0,7.0,52.0,29.0,1022.2,1016.3,16.7,24.3,0.0,0.19287833827893175,0.2851488880512627,0.20848585690515806,0.17329929418831658,2014.0,10.0,2.0
14.4,26.0,1.0,52.0,15.0,31.0,78.0,52.0,1003.0,1003.1,19.2,25.2,0.0,0.21263418662262593,0.23444773592890394,0.2771626297577855,0.22588866532528504,2015.0,3.0,18.0
7.4,14.8,0.0,69.0,33.0,22.0,51.0,42.0,1020.8,1019.5,11.1,14.7,0.0,0.23830121903263862,0.28476308454629917,0.2806583163413924,0.28491372953841615,2013.0,9.0,8.0
18.6,23.8,0.8,31.0,15.0,19.0,70.0,56.0,1010.2,1010.2,20.8,22.7,0.0,0.19631375910844406,0.22768670309653916,0.19906800640745595,0.18844486112738779,2011.0,12.0,27.0
20.3,33.5,0.0,43.0,11.0,17.0,41.0,28.0,1012.5,1011.1,24.4,31.5,0.0,0.10961695191524043,0.18375033629270918,0.19906800640745595,0.18771377753454646,2017.0,1.0,18.0
11.8,27.4,0.0,56.0,19.0,19.0,51.0,26.0,1018.5,1016.2,17.0,25.9,0.0,0.2002492729538845,0.18375033629270918,0.1480993911469475,0.18771377753454646,2012.0,1.0,5.0
14.9,21.1,2.6,52.0,31.0,30.0,66.0,64.0,1028.6,1025.8,19.4,20.6,1.0,0.25356244761106456,0.19506380591782357,0.19906800640745595,0.18771377753454646,2009.0,6.0,1.0
11.1,28.0,0.0,33.0,11.0,13.0,38.0,19.0,1016.7,1014.1,19.0,25.8,0.0,0.12908704883227176,0.20503235082674334,0.2223913411128023,0.2261848897231347,2014.0,11.0,17.0
11.9,18.5,0.0,65.0,31.0,20.0,57.0,26.0,1001.7,1004.1,14.8,17.3,0.0,0.23830121903263862,0.23444773592890394,0.2771626297577855,0.2543505674653216,2010.0,9.0,25.0
9.7,27.9,0.0,52.0,31.0,28.0,62.0,18.0,1025.1,1021.1,14.7,27.1,0.0,0.260253164556962,0.2712241211615951,0.3069056520782934,0.28491372953841615,2008.0,10.0,11.0
16.2,32.2,0.0,43.0,22.0,13.0,40.0,22.0,1015.1,1011.2,23.0,31.2,0.0,0.18411386593204776,0.16305452082627836,0.14640577296697196,0.18771377753454646,2011.0,12.0,24.0
21.9,32.2,0.0,44.0,26.0,20.0,67.0,41.0,1015.4,1012.0,25.8,31.1,0.0,0.25736738703339884,0.15203718895269347,0.14640577296697196,0.17329929418831658,2011.0,5.0,19.0
12.6,21.4,0.0,39.0,9.0,19.0,60.0,53.0,1020.8,1018.6,17.2,20.3,0.0,0.33066310636404095,0.18375033629270918,0.1480993911469475,0.18771377753454646,2010.0,1.0,12.0
13.7,15.2,4.2,30.0,7.0,17.0,68.83849344822674,94.0,1015.2,1013.3,16.97736309824012,14.6,1.0,0.35963071758287873,0.26649484536082474,0.20848585690515806,0.2777938203869477,2009.0,5.0,25.0
11.1,26.9,0.0,57.0,30.0,11.0,66.0,39.0,1019.3,1015.6,18.8,25.7,0.0,0.1936824605153782,0.15203718895269347,0.17726614071808083,0.17329929418831658,2010.0,4.0,17.0
3.0,14.4,0.0,37.0,9.0,17.0,71.0,53.0,1015.6,1009.5,7.7,13.6,0.0,0.18418874172185432,0.1851588851411326,0.1480993911469475,0.1879339608085172,2009.0,7.0,21.0
11.1,22.2,0.0,31.0,7.0,17.0,59.0,31.0,1023.4,1022.5,16.2,20.9,0.0,0.223257698541329,0.20503235082674334,0.2771626297577855,0.2261848897231347,2014.0,11.0,25.0
16.2,24.7,0.0,81.0,11.0,20.0,58.0,65.0,1010.7,1006.2,20.3,21.6,0.0,0.260253164556962,0.23444773592890394,0.3095429029671211,0.18771377753454646,2013.0,1.0,31.0
4.8,19.2,0.0,30.0,6.0,17.0,56.0,50.0,1019.6,1017.1,16.7,17.9,0.0,0.3010204081632653,0.23444773592890394,0.17611731843575418,0.19809134287661895,2009.0,10.0,30.0
9.4,19.2,4.8,48.0,11.0,24.0,100.0,50.0,1014.3,1011.5,11.2,17.6,1.0,0.258408531583265,0.20503235082674334,0.2637579811492855,0.2777938203869477,2015.0,4.0,18.0
7.4,18.6,0.0,44.0,15.0,30.0,74.0,67.0,1017.6604555613026,1015.262716426648,14.3,17.7,0.0,0.23586823912159413,0.28476308454629917,0.3095429029671211,0.28491372953841615,2014.0,11.0,19.0
13.7,17.1,3.8,39.0,15.0,13.0,99.0,99.0,1015.6,1012.8,14.1,13.1,1.0,0.35963071758287873,0.2816988416988417,0.3069056520782934,0.28491372953841615,2013.0,5.0,12.0
5.6,12.6,0.0,56.0,31.0,35.0,68.0,60.0,1026.0,1025.6,8.3,12.2,0.0,0.18525245187068654,0.22768670309653916,0.19906800640745595,0.2155296582427655,2017.0,6.0,7.0
5.0,22.9,0.0,39.0,17.0,6.0,74.0,44.0,1028.2,1024.3,14.4,22.2,0.0,0.2002492729538845,0.16305452082627836,0.159978009895547,0.2155296582427655,2016.0,4.0,12.0
7.2,25.5,0.0,30.0,19.0,11.0,37.0,9.0,1026.7,1023.0,14.3,23.2,0.0,0.10961695191524043,0.16305452082627836,0.1480993911469475,0.18844486112738779,2012.0,11.0,10.0
9.2,13.5,0.0,35.0,9.0,17.0,75.0,99.0,1016.8,1016.1,12.2,9.0,0.0,0.244940107393639,0.22768670309653916,0.1480993911469475,0.2155296582427655,2012.0,10.0,6.0
19.6,27.2,0.0,39.95368436894482,13.981885472877023,18.637255428940012,72.0,70.0,1017.6604555613026,1015.262716426648,23.3,25.6,0.0,0.29129511677282377,0.2663994655978624,0.19006828057107386,0.2762557077625571,2014.0,11.0,18.0
7.4,12.2,0.0,17.0,6.0,7.0,92.0,93.0,1031.0,1026.4,9.1,11.7,0.0,0.23586823912159413,0.18375033629270918,0.17726614071808083,0.18771377753454646,2009.0,6.0,3.0
23.6,31.9,0.0,39.0,20.0,28.0,65.0,54.0,1011.7,1008.6,28.7,31.3,0.0,0.17366490012229924,0.16360236833904643,0.1480993911469475,0.17128727708676758,2017.0,2.0,26.0
6.8,13.2,1.0,50.0,17.0,19.0,66.0,52.0,1011.6,1009.9,9.0,12.7,0.0,0.23830121903263862,0.20503235082674334,0.2223913411128023,0.2261848897231347,2011.0,9.0,10.0
13.0,21.3,0.0,39.95368436894482,0.0,4.0,83.0,81.0,1017.6604555613026,1015.262716426648,17.5,18.4,0.0,0.2425,0.2663994655978624,0.19006828057107386,0.18844486112738779,2011.0,5.0,3.0
17.1,24.5,0.2,33.0,17.0,17.0,71.0,67.0,1016.0,1016.1,21.3,20.6,0.0,0.3010204081632653,0.2191900130643054,0.19906800640745595,0.2261848897231347,2010.0,2.0,19.0
9.6,16.5,0.8,33.0,15.0,9.0,88.0,73.0,1021.6,1019.9,13.2,16.5,0.0,0.1936824605153782,0.2191900130643054,0.3069056520782934,0.2155296582427655,2012.0,7.0,16.0
9.2,20.3,0.0,24.0,7.0,7.0,67.0,49.0,1024.5,1023.2,14.1,19.4,0.0,0.223257698541329,0.20503235082674334,0.3069056520782934,0.22588866532528504,2016.0,3.0,30.0
25.5,30.6,0.0,43.0,30.0,33.0,70.0,66.0,1013.0,1010.4,28.1,28.7,0.0,0.17366490012229924,0.16360236833904643,0.17726614071808083,0.1784452296819788,2013.0,11.0,12.0
10.5,26.7,0.0,39.0,11.0,15.0,45.0,34.0,1013.6,1010.0,16.0,24.1,0.0,0.20920502092050208,0.26649484536082474,0.2637579811492855,0.2543505674653216,2016.0,2.0,17.0
10.4,28.9,0.0,43.0,22.0,17.0,56.0,29.0,1017.6604555613026,1015.262716426648,19.3,27.9,0.0,0.16113945578231292,0.18375033629270918,0.14640577296697196,0.17128727708676758,2012.0,2.0,9.0
2.2,9.9,0.0,31.0,4.0,6.0,66.0,78.0,1017.6604555613026,1015.262716426648,6.9,8.4,0.0,0.27702702702702703,0.28476308454629917,0.14640577296697196,0.2777938203869477,2017.0,5.0,22.0
12.9,33.3,0.0,35.0,7.0,17.0,50.0,27.0,1014.9,1013.5,20.1,32.5,0.0,0.3165743502343417,0.16305452082627836,0.1480993911469475,0.17128727708676758,2015.0,12.0,15.0
